来源,内容
 Algebra and Trigonometry 2e Ch7 Key Terms ,"Pythagorean Identity - a corollary of the Pythagorean Theorem stating that the square of the cosine of a given angle plus the square of the sine of that angle equals 1"
 Algebra and Trigonometry 2e Ch7 Key Terms ,"quadrantal angle - an angle whose terminal side lies on an axis"
 Algebra and Trigonometry 2e Ch7 Key Terms ,"radian - the measure of a central angle of a circle that intercepts an arc equal in length to the radius of that circle"
 Algebra and Trigonometry 2e Ch7 Key Terms ,"radian measure - the ratio of the arc length formed by an angle divided by the radius of the circle"
 Algebra and Trigonometry 2e Ch7 Key Terms ,"ray - one point on a line and all points extending in one direction from that point; one side of an angle"
 Algebra and Trigonometry 2e Ch7 Key Terms ,"reference angle - the measure of the acute angle formed by the terminal side of the angle and the horizontal axis"
 Algebra and Trigonometry 2e Ch7 Key Terms ,"secant - the reciprocal of the cosine function: on the unit circle, sec t = 1/x, x≠0"
 Algebra and Trigonometry 2e Ch7 Key Terms ,"sine function - the y-value of the point on a unit circle corresponding to a given angle"
 Algebra and Trigonometry 2e Ch7 Key Terms ,"standard position - the position of an angle having the vertex at the origin and the initial side along the positive x-axis"
 Algebra and Trigonometry 2e Ch7 Key Terms ,"tangent - the quotient of the sine and cosine: on the unit circle, tan t = y/x, x≠0"
 Algebra and Trigonometry 2e Ch7 Key Terms ,"terminal side - the side of an angle at which rotation ends"
 Algebra and Trigonometry 2e Ch7 Key Terms ,"unit circle - a circle with a center at (0,0) and radius 1"
 Algebra and Trigonometry 2e Ch7 Key Terms ,"vertex - the common endpoint of two rays that form an angle"
 Algebra and Trigonometry 2e Ch7 Key Concepts ,"An angle is formed from the union of two rays, by keeping the initial side fixed and rotating the terminal side. The amount of rotation determines the measure of the angle."
 Algebra and Trigonometry 2e Ch7 Key Concepts ,"An angle is in standard position if its vertex is at the origin and its initial side lies along the positive x-axis. A positive angle is measured counterclockwise from the initial side and a negative angle is measured clockwise."
 Algebra and Trigonometry 2e Ch7 Key Concepts ,"To draw an angle in standard position, draw the initial side along the positive x-axis and then place the terminal side according to the fraction of a full rotation the angle represents. See Example 1."
 Algebra and Trigonometry 2e Ch7 Key Concepts ,"In addition to degrees, the measure of an angle can be described in radians. See Example 2."
 Algebra and Trigonometry 2e Ch7 Key Concepts ,"To convert between degrees and radians, use the proportion θ/180 = θ_R/π. See Example 3 and Example 4."
 Algebra and Trigonometry 2e Ch7 Key Concepts ,"Two angles that have the same terminal side are called coterminal angles."
 Algebra and Trigonometry 2e Ch7 Key Concepts ,"We can find coterminal angles by adding or subtracting 360° or 2π. See Example 5 and Example 6."
 Algebra and Trigonometry 2e Ch7 Key Concepts ,"Coterminal angles can be found using radians just as they are for degrees. See Example 7."
 Algebra and Trigonometry 2e Ch7 Key Concepts ,"The length of a circular arc is a fraction of the circumference of the entire circle. See Example 8."
 Algebra and Trigonometry 2e Ch7 Key Concepts ,"The area of sector is a fraction of the area of the entire circle. See Example 9."
 Algebra and Trigonometry 2e Ch7 Key Concepts ,"An object moving in a circular path has both linear and angular speed."
 Algebra and Trigonometry 2e Ch7 Key Concepts ,"The angular speed of an object traveling in a circular path is the measure of the angle through which it turns in a unit of time. See Example 10."
 Algebra and Trigonometry 2e Ch7 Key Concepts ,"The linear speed of an object traveling along a circular path is the distance it travels in a unit of time. See Example 11."
 Algebra and Trigonometry 2e Ch7 Key Concepts ,"We can define trigonometric functions as ratios of the side lengths of a right triangle. See Example 1."
 Algebra and Trigonometry 2e Ch7 Key Concepts ,"The same side lengths can be used to evaluate the trigonometric functions of either acute angle in a right triangle. See Example 2."
 Algebra and Trigonometry 2e Ch7 Key Concepts ,"We can evaluate the trigonometric functions of special angles, knowing the side lengths of the triangles in which they occur. See Example 3."
 Algebra and Trigonometry 2e Ch7 Key Concepts ,"Any two complementary angles could be the two acute angles of a right triangle."
 Algebra and Trigonometry 2e Ch7 Key Concepts ,"If two angles are complementary, the cofunction identities state that the sine of one equals the cosine of the other and vice versa. See Example 4."
 Algebra and Trigonometry 2e Ch7 Key Concepts ,"We can use trigonometric functions of an angle to find unknown side lengths."
 Algebra and Trigonometry 2e Ch7 Key Concepts ,"Select the trigonometric function representing the ratio of the unknown side to the known side. See Example 5."
 Algebra and Trigonometry 2e Ch8 Key Terms ,"amplitude - the vertical height of a function; the constant A appearing in the definition of a sinusoidal function"
 Algebra and Trigonometry 2e Ch8 Key Terms ,"arccosine - another name for the inverse cosine; arccos x = cos^{-1}x"
 Algebra and Trigonometry 2e Ch8 Key Terms ,"arcsine - another name for the inverse sine; arcsin x = sin^{-1}x"
 Algebra and Trigonometry 2e Ch8 Key Terms ,"arctangent - another name for the inverse tangent; arctan x = tan^{-1}x"
 Algebra and Trigonometry 2e Ch8 Key Terms ,"inverse cosine function - the function which is the inverse of the cosine function and the angle that has a cosine equal to a given number, cos^{-1}x"
 Algebra and Trigonometry 2e Ch8 Key Terms ,"inverse sine function - the function which is the inverse of the sine function and the angle that has a sine equal to a given number, sin^{-1}x"
 Algebra and Trigonometry 2e Ch8 Key Terms ,"inverse tangent function - the function which is the inverse of the tangent function and the angle that has a tangent equal to a given number, tan^{-1}x"
 Algebra and Trigonometry 2e Ch8 Key Terms ,"midline - the horizontal line y = D, where D appears in the general form of a sinusoidal function"
 Algebra and Trigonometry 2e Ch8 Key Terms ,"periodic function - a function f(x) that satisfies f(x+P)=f(x) for a specific constant P and any value of x"
 Algebra and Trigonometry 2e Ch8 Key Terms ,"phase shift - the horizontal displacement of the basic sine or cosine function; the constant C/B"
 Algebra and Trigonometry 2e Ch8 Key Terms ,"sinusoidal function - any function that can be expressed in the form f(x)=A sin(Bx−C)+D or f(x)=A cos(Bx−C)+D"
 Algebra and Trigonometry 2e Ch8 Key Concepts ,"Periodic functions repeat after a given value. The smallest such value is the period. The basic sine and cosine functions have a period of 2π."
 Algebra and Trigonometry 2e Ch8 Key Concepts ,"The function sin x is odd, so its graph is symmetric about the origin. The function cos x is even, so its graph is symmetric about the y-axis."
 Algebra and Trigonometry 2e Ch8 Key Concepts ,"The graph of a sinusoidal function has the same general shape as a sine or cosine function."
 Algebra and Trigonometry 2e Ch8 Key Concepts ,"In the general formula for a sinusoidal function, the period is P = 2π/"
 Algebra and Trigonometry 2e Ch8 Key Concepts ,"In the general formula for a sinusoidal function,"
 Algebra and Trigonometry 2e Ch8 Key Concepts ,"The value C/B in the general formula for a sinusoidal function indicates the phase shift. See Example 3."
 Algebra and Trigonometry 2e Ch8 Key Concepts ,"The value D in the general formula for a sinusoidal function indicates the vertical shift from the midline. See Example 4."
 Algebra and Trigonometry 2e Ch8 Key Concepts ,"Combinations of variations of sinusoidal functions can be detected from an equation. See Example 5."
 Algebra and Trigonometry 2e Ch8 Key Concepts ,"The equation for a sinusoidal function can be determined from a graph. See Example 6 and Example 7."
 Algebra and Trigonometry 2e Ch8 Key Concepts ,"A function can be graphed by identifying its amplitude and period. See Example 8 and Example 9."
 Algebra and Trigonometry 2e Ch8 Key Concepts ,"A function can also be graphed by identifying its amplitude, period, phase shift, and horizontal shift. See Example 10."
 Algebra and Trigonometry 2e Ch8 Key Concepts ,"Sinusoidal functions can be used to solve real-world problems. See Example 11, Example 12, and Example 13."
 Algebra and Trigonometry 2e Ch8 Key Concepts ,"The tangent function has period π."
 Algebra and Trigonometry 2e Ch8 Key Concepts ,"f(x)=A tan(Bx−C)+D is a tangent with vertical and/or horizontal stretch/compression and shift. See Example 1, Example 2, and Example 3."
 Algebra and Trigonometry 2e Ch8 Key Concepts ,"The reciprocal trigonometric functions are cosecant, secant, and cotangent. See Example 4."
 Algebra and Trigonometry 2e Ch8 Key Concepts ,"The inverse sine, cosine, and tangent functions are denoted as sin^{-1}x, cos^{-1}x, and tan^{-1}x, respectively. See Example 5."
 Algebra and Trigonometry 2e Ch9 Key Terms ,"double-angle formulas - identities derived from the sum formulas for sine, cosine, and tangent in which the angles are equal"
 Algebra and Trigonometry 2e Ch9 Key Terms ,"even-odd identities - set of equations involving trigonometric functions such that if f(−x)=−f(x), the identity is odd, and if f(−x)=f(x), the identity is even"
 Algebra and Trigonometry 2e Ch9 Key Terms ,"half-angle formulas - identities derived from the reduction formulas and used to determine half-angle values of trigonometric functions"
 Algebra and Trigonometry 2e Ch9 Key Terms ,"product-to-sum formula - a trigonometric identity that allows the writing of a product of trigonometric functions as a sum or difference of trigonometric functions"
 Algebra and Trigonometry 2e Ch9 Key Terms ,"Pythagorean identities - set of equations involving trigonometric functions based on the right triangle properties"
 Algebra and Trigonometry 2e Ch9 Key Terms ,"quotient identities - pair of identities based on the fact that tangent is the ratio of sine and cosine, and cotangent is the ratio of cosine and sine"
 Algebra and Trigonometry 2e Ch9 Key Terms ,"reciprocal identities - set of equations involving the reciprocals of basic trigonometric definitions"
 Algebra and Trigonometry 2e Ch9 Key Terms ,"reduction formulas - identities derived from the double-angle formulas and used to reduce the power of a trigonometric function"
 Algebra and Trigonometry 2e Ch9 Key Terms ,"sum-to-product formula - a trigonometric identity that allows, by using substitution, the writing of a sum of trigonometric functions as a product of trigonometric functions"
 Algebra and Trigonometry 2e Ch9 Key Concepts ,"There are multiple ways to represent a trigonometric expression. Verifying the identities illustrates how expressions can be rewritten to simplify a problem."
 Algebra and Trigonometry 2e Ch9 Key Concepts ,"Graphing both sides of an identity will verify it. See Example 1."
 Algebra and Trigonometry 2e Ch9 Key Concepts ,"Simplifying one side of the equation to equal the other side is another method for verifying an identity. See Example 2 and Example 3."
 Algebra and Trigonometry 2e Ch9 Key Concepts ,"The approach to verifying an identity depends on the nature of the identity. It is often useful to begin on the more complex side of the equation. See Example 4."
 Algebra and Trigonometry 2e Ch9 Key Concepts ,"We can create an identity and then verify it. See Example 5."
 Algebra and Trigonometry 2e Ch9 Key Concepts ,"Verifying an identity may involve algebra with the fundamental identities. See Example 6 and Example 7."
 Algebra and Trigonometry 2e Ch9 Key Concepts ,"Algebraic techniques can be used to simplify trigonometric expressions. We use algebraic techniques throughout this text, as they consist of the fundamental rules of mathematics. See Example 8, Example 9, and Example 10."
 Algebra and Trigonometry 2e Ch9 Key Concepts ,"The sum formula for cosines states that the cosine of the sum of two angles equals the product of the cosines of the angles minus the product of the sines of the angles. The difference formula for cosines states that the cosine of the difference of two angles equals the product of the cosines of the angles plus the product of the sines of the angles."
 Algebra and Trigonometry 2e Ch9 Key Concepts ,"The sum and difference formulas can be used to find the exact values of the sine, cosine, or tangent of an angle. See Example 1 and Example 2."
 Algebra and Trigonometry 2e Ch9 Key Concepts ,"The sum formula for sines states that the sine of the sum of two angles equals the product of the sine of the first angle and cosine of the second angle plus the product of the cosine of the first angle and the sine of the second angle. The difference formula for sines states that the sine of the difference of two angles equals the product of the sine of the first angle and cosine of the second angle minus the product of the cosine of the first angle and the sine of the second angle."
 Algebra and Trigonometry 2e Ch9 Key Concepts ,"The sum and difference formulas for tangent can be derived from the sum and difference formulas for sine and cosine. See Example 3."
 Algebra and Trigonometry 2e Ch9 Key Concepts ,"The double-angle formulas are a special case of the sum formulas where α=β. They can be used to find the exact values of double angles. See Example 4."
 Algebra and Trigonometry 2e Ch9 Key Concepts ,"The half-angle formulas can be derived from the reduction formulas and can be used to find the exact values of half angles. See Example 5."
 Algebra and Trigonometry 2e Ch9 Key Concepts ,"The product-to-sum formulas can be used to rewrite products of trigonometric functions as sums. See Example 6."
 Algebra and Trigonometry 2e Ch9 Key Concepts ,"The sum-to-product formulas can be used to rewrite sums of trigonometric functions as products. See Example 7."
 Algebra and Trigonometry 2e Ch10 Key Terms ,"altitude - a perpendicular line from one vertex of a triangle to the opposite side, or in the case of an obtuse triangle, to the line containing the opposite side, forming two right triangles"
 Algebra and Trigonometry 2e Ch10 Key Terms ,"ambiguous case - a scenario in which more than one triangle is a valid solution for a given oblique SSA triangle"
 Algebra and Trigonometry 2e Ch10 Key Terms ,"Archimedes’ spiral - a polar curve given by r=θ. When multiplied by a constant, the equation appears as r=aθ. As θ increases, the curve continues to widen in a spiral path over the domain."
 Algebra and Trigonometry 2e Ch10 Key Terms ,"argument - the angle associated with a complex number; the angle between the line from the origin to the point and the positive real axis"
 Algebra and Trigonometry 2e Ch10 Key Terms ,"cardioid - a member of the limaçon family of curves, named for its resemblance to a heart; its equation is given as r=a±b cosθ and r=a±b sinθ where a/b=1"
 Algebra and Trigonometry 2e Ch10 Key Terms ,"convex limaҫon - a type of one-loop limaçon represented by r=a±b cosθ and r=a±b sinθ such that a/b≥2"
 Algebra and Trigonometry 2e Ch10 Key Terms ,"De Moivre’s Theorem - formula used to find the nth power or nth roots of a complex number; states that, for a positive integer n, z^n is found by raising the modulus to the nth power and multiplying the angles by n"
 Algebra and Trigonometry 2e Ch10 Key Terms ,"dimpled limaҫon - a type of one-loop limaçon represented by r=a±b cosθ and r=a±b sinθ such that 1<a/b<2"
 Algebra and Trigonometry 2e Ch10 Key Terms ,"inner-loop limaçon - a type of limaçon represented by r=a±b cosθ and r=a±b sinθ such that a/b<1"
 Algebra and Trigonometry 2e Ch10 Key Terms ,"limaçon - the graph of the equation r=a+b sinθ or r=a+b cosθ. If a=b, the graph is a cardioid; if a<b, there is an inner loop; if a>b, the graph is dimpled or convex; does not pass through the pole"
 Algebra and Trigonometry 2e Ch10 Key Terms ,"parameter - a variable, often representing time, upon which x and y are both dependent"
 Algebra and Trigonometry 2e Ch10 Key Terms ,"polar axis - on the polar grid, the equivalent of the positive x-axis on the rectangular grid"
 Algebra and Trigonometry 2e Ch10 Key Terms ,"polar coordinates - on the polar grid, the coordinates of a point labeled (r,θ), where θ indicates the angle of rotation from the polar axis and r represents the radius, or the distance of the point from the pole in the direction of θ"
 Algebra and Trigonometry 2e Ch10 Key Terms ,"polar equation - an equation describing a curve on the polar grid."
 Algebra and Trigonometry 2e Ch10 Key Terms ,"polar form of a complex number - a complex number expressed in terms of an angle θ and its distance from the origin r; can be found by using conversion formulas x=r cosθ, y=r sinθ, and r=√(x^2+y^2)"
 Algebra and Trigonometry 2e Ch10 Key Terms ,"pole - the origin of the polar grid"
 Algebra and Trigonometry 2e Ch10 Key Terms ,"resultant - a vector that results from addition or subtraction of two vectors, or from scalar multiplication"
 Algebra and Trigonometry 2e Ch10 Key Terms ,"rose curve - a polar equation resembling a flower, given by the equations r=a cos(nθ) and r=a sin(nθ); when n is even there are 2n petals, and when n is odd there are n petals."
 Algebra and Trigonometry 2e Ch10 Key Terms ,"scalar - a quantity associated with magnitude but not direction; a constant"
 Algebra and Trigonometry 2e Ch10 Key Terms ,"scalar multiplication - the product of a constant and each component of a vector"
 Algebra and Trigonometry 2e Ch10 Key Terms ,"standard position - the placement of a vector with the initial point at (0,0) and the terminal point (a,b), represented by the change in the x-coordinates and the change in the y-coordinates of the original vector"
 Algebra and Trigonometry 2e Ch10 Key Terms ,"terminal point - the end point of a vector, usually represented by an arrow indicating its direction"
 Algebra and Trigonometry 2e Ch10 Key Terms ,"unit vector - a vector that begins at the origin and has magnitude of 1; the horizontal unit vector runs along the x-axis and is defined as i_ and the vertical unit vector runs along the y-axis and is defined as j_"
 Algebra and Trigonometry 2e Ch10 Key Terms ,"vector - a quantity that has both magnitude and direction; typically represented by a directed line segment"
 Algebra and Trigonometry 2e Ch10 Key Concepts ,"The Law of Sines can be used to solve oblique triangles, which are non-right triangles."
 Algebra and Trigonometry 2e Ch10 Key Concepts ,"According to the Law of Sines, the ratio of the measurement of one of the angles to the length of its opposite side equals the other two ratios of angle measure to opposite side."
 Algebra and Trigonometry 2e Ch10 Key Concepts ,"There are three possible cases: ASA, AAS, SSA. Depending on the information given, we can choose the appropriate equation to find the requested solution. See Example 1."
 Algebra and Trigonometry 2e Ch10 Key Concepts ,"The ambiguous case arises when an oblique triangle can have different outcomes."
 Algebra and Trigonometry 2e Ch10 Key Concepts ,"There are three possible cases that arise from SSA arrangement—a single solution, two possible solutions, and no solution. See Example 2 and Example 3."
 Algebra and Trigonometry 2e Ch10 Key Concepts ,"The Law of Sines can be used to solve triangles with given criteria. See Example 4."
 Algebra and Trigonometry 2e Ch10 Key Concepts ,"The general area formula for triangles translates to oblique triangles by first finding the appropriate height value. See Example 5."
 Algebra and Trigonometry 2e Ch10 Key Concepts ,"There are many trigonometric applications. They can often be solved by first drawing a diagram of the given information and then using the appropriate equation. See Example 6."
 Algebra and Trigonometry 2e Ch10 Key Concepts ,"The Law of Cosines defines the relationship among angle measurements and lengths of sides in oblique triangles."
 Algebra and Trigonometry 2e Ch10 Key Concepts ,"The Generalized Pythagorean Theorem is the Law of Cosines for two cases of oblique triangles: SAS and SSS. Dropping an imaginary perpendicular splits the oblique triangle into two right triangles or forms one right triangle, which allows sides to be related and measurements to be calculated. See Example 1 and Example 2."
 Algebra and Trigonometry 2e Ch10 Key Concepts ,"The Law of Cosines is useful for many types of applied problems. The first step in solving such problems is generally to draw a sketch of the problem presented. If the information given fits one of the three models (the three equations), then apply the Law of Cosines to find a solution. See Example 3 and Example 4."
 Algebra and Trigonometry 2e Ch10 Key Concepts ,"Heron’s formula allows the calculation of area in oblique triangles. All three sides must be known to apply Heron’s formula. See Example 5 and See Example 6."
 Algebra and Trigonometry 2e Ch10 Key Concepts ,"The polar grid is represented as a series of concentric circles radiating out from the pole, or origin."
 Algebra and Trigonometry 2e Ch10 Key Concepts ,"To plot a point in the form (r,θ), θ>0, move in a counterclockwise direction from the polar axis by an angle of θ, and then extend a directed line segment from the pole at that angle for a length of r."
 Algebra and Trigonometry 2e Ch11 Key Terms ,"addition method - an algebraic technique used to solve systems of linear equations in which the equations are added in a way that eliminates one variable, allowing the resulting equation to be solved for the remaining variable; substitution is then used to solve for the first variable"
 Algebra and Trigonometry 2e Ch11 Key Terms ,"augmented matrix - a coefficient matrix adjoined with the constant column separated by a vertical line within the matrix brackets"
 Algebra and Trigonometry 2e Ch11 Key Terms ,"break-even point - the point at which a cost function intersects a revenue function; where profit is zero"
 Algebra and Trigonometry 2e Ch11 Key Terms ,"coefficient matrix - a matrix that contains only the coefficients from a system of equations"
 Algebra and Trigonometry 2e Ch11 Key Terms ,"column - a set of numbers aligned vertically in a matrix"
 Algebra and Trigonometry 2e Ch11 Key Terms ,"consistent system - a system for which there is a single solution to all equations in the system and it is an independent system, or if there are an infinite number of solutions and it is a dependent system"
 Algebra and Trigonometry 2e Ch11 Key Terms ,"cost function - the function used to calculate the costs of doing business; it usually has two parts, fixed costs and variable costs"
 Algebra and Trigonometry 2e Ch11 Key Terms ,"Cramer’s Rule - a method for solving systems of equations that have the same number of equations as variables using determinants"
 Algebra and Trigonometry 2e Ch11 Key Terms ,"dependent system - a system of linear equations in which the two equations represent the same line; there are an infinite number of solutions to a dependent system"
 Algebra and Trigonometry 2e Ch11 Key Terms ,"determinant - a number calculated using the entries of a square matrix that determines such information as whether there is a solution to a system of equations"
 Algebra and Trigonometry 2e Ch11 Key Terms ,"entry - an element, coefficient, or constant in a matrix"
 Algebra and Trigonometry 2e Ch11 Key Terms ,"feasible region - the solution to a system of nonlinear inequalities that is the region of the graph where the shaded regions of each inequality intersect"
 Algebra and Trigonometry 2e Ch11 Key Terms ,"Gaussian elimination - using elementary row operations to obtain a matrix in row-echelon form"
 Algebra and Trigonometry 2e Ch11 Key Terms ,"identity matrix - a square matrix containing ones down the main diagonal and zeros everywhere else; it acts as a 1 in matrix algebra"
 Algebra and Trigonometry 2e Ch11 Key Terms ,"inconsistent system - a system of linear equations with no common solution because they represent parallel lines, which have no point or line in common"
 Algebra and Trigonometry 2e Ch11 Key Terms ,"independent system - a system of linear equations with exactly one solution pair (x,y)"
 Algebra and Trigonometry 2e Ch11 Key Terms ,"main diagonal - entries from the upper left corner diagonally to the lower right corner of a square matrix"
 Algebra and Trigonometry 2e Ch11 Key Terms ,"matrix - a rectangular array of numbers"
 Algebra and Trigonometry 2e Ch11 Key Terms ,"multiplicative inverse of a matrix - a matrix that, when multiplied by the original, equals the identity matrix"
 Algebra and Trigonometry 2e Ch11 Key Terms ,"nonlinear inequality - an inequality containing a nonlinear expression"
 Algebra and Trigonometry 2e Ch11 Key Terms ,"partial fraction decomposition - the process of returning a simplified rational expression to its original form, a sum or difference of simpler rational expressions"
 Algebra and Trigonometry 2e Ch11 Key Terms ,"partial fractions - the individual fractions that make up the sum or difference of a rational expression before combining them into a simplified rational expression"
 Algebra and Trigonometry 2e Ch11 Key Terms ,"profit function - the profit function is written as revenue minus cost, P(x)=R(x)−C(x)"
 Algebra and Trigonometry 2e Ch11 Key Terms ,"revenue function - the function that is used to calculate revenue, simply written as R=xp, where x=quantity and p=price"
 Algebra and Trigonometry 2e Ch11 Key Terms ,"row - a set of numbers aligned horizontally in a matrix"
 Algebra and Trigonometry 2e Ch11 Key Terms ,"row operations - adding one row to another row, multiplying a row by a constant, interchanging rows, and so on, with the goal of achieving row-echelon form"
 Algebra and Trigonometry 2e Ch11 Key Terms ,"row-echelon form - after performing row operations, the matrix form that contains ones down the main diagonal and zeros at every space below the diagonal"
 Algebra and Trigonometry 2e Ch11 Key Terms ,"row-equivalent - two matrices A and B are row-equivalent if one can be obtained from the other by performing basic row operations"
 Algebra and Trigonometry 2e Ch11 Key Terms ,"scalar multiple - an entry of a matrix that has been multiplied by a scalar"
 Algebra and Trigonometry 2e Ch11 Key Terms ,"solution set - the set of all ordered pairs or triples that satisfy all equations in a system of equations"
 Algebra and Trigonometry 2e Ch11 Key Terms ,"substitution method - an algebraic technique used to solve systems of linear equations in which one of the two equations is solved for one variable and then substituted into the second equation to solve for the second variable"
 Algebra and Trigonometry 2e Ch11 Key Concepts ,"A system of linear equations consists of two or more equations made up of two or more variables such that all equations in the system are considered simultaneously."
 Algebra and Trigonometry 2e Ch11 Key Concepts ,"The solution to a system of linear equations in two variables is any ordered pair that satisfies each equation independently. See Example 1."
 Algebra and Trigonometry 2e Ch11 Key Concepts ,"Systems of equations are classified as independent with one solution, dependent with an infinite number of solutions, or inconsistent with no solution."
 Algebra and Trigonometry 2e Ch11 Key Concepts ,"One method of solving a system of linear equations in two variables is by graphing. In this method, we graph the equations on the same set of axes. See Example 2."
 Algebra and Trigonometry 2e Ch11 Key Concepts ,"Another method of solving a system of linear equations is by substitution. In this method, we solve for one variable in one equation and substitute the result into the second equation. See Example 3."
 Algebra and Trigonometry 2e Ch11 Key Concepts ,"A third method of solving a system of linear equations is by addition, in which we can eliminate a variable by adding opposite coefficients of corresponding variables. See Example 4."
 Algebra and Trigonometry 2e Ch11 Key Concepts ,"It is often necessary to multiply one or both equations by a constant to facilitate elimination of a variable when adding the two equations together. See Example 5, Example 6, and Example 7."
 Algebra and Trigonometry 2e Ch11 Key Concepts ,"Either method of solving a system of equations results in a false statement for inconsistent systems because they are made up of parallel lines that never intersect. See Example 8."
 Algebra and Trigonometry 2e Ch11 Key Concepts ,"The solution to a system of dependent equations will always be true because both equations describe the same line. See Example 9."
 Algebra and Trigonometry 2e Ch11 Key Concepts ,"Systems of equations can be used to solve real-world problems that involve more than one variable, such as those relating to revenue, cost, and profit. See Example 10 and Example 11."
 Algebra and Trigonometry 2e Ch11 Key Concepts ,"A solution set is an ordered triple {(x,y,z)} that represents the intersection of three planes in space. See Example 1."
 Algebra and Trigonometry 2e Ch11 Key Concepts ,"A system of three equations in three variables can be solved by using a series of steps that forces a variable to be eliminated. The steps include interchanging the order of equations, multiplying both sides of an equation by a nonzero constant, and adding a nonzero multiple of one equation to another equation. See Example 2."
 Algebra and Trigonometry 2e Ch11 Key Concepts ,"Systems of three equations in three variables are useful for solving many different types of real-world problems. See Example 3."
 Algebra and Trigonometry 2e Ch11 Key Concepts ,"A system of equations in three variables can be solved by using a series of steps that forces a variable to be eliminated. The steps include interchanging the order of equations, multiplying both sides of an equation by a nonzero constant, and adding a nonzero multiple of one equation to another equation. See Example 2."
 Algebra and Trigonometry 2e Ch11 Key Concepts ,"Systems of three equations in three variables are useful for solving many different types of real-world problems. See Example 3."
 Algebra and Trigonometry 2e Ch11 Key Concepts ,"Matrices can be used to represent systems of linear equations. Gaussian elimination is a method for solving systems of linear equations using matrices. See Example 4."
 Algebra and Trigonometry 2e Ch11 Key Concepts ,"Row operations can be used to put a matrix in row-echelon form. Once a matrix is in row-echelon form, back-substitution can be used to solve the system. See Example 5."
 Algebra and Trigonometry 2e Ch11 Key Concepts ,"Cramer’s Rule is a method for solving systems of linear equations using determinants. See Example 6."
 Algebra and Trigonometry 2e Ch11 Key Concepts ,"Nonlinear systems of equations can be solved by substitution or elimination. See Example 7."
 Algebra and Trigonometry 2e Ch12 Key Terms ,"angle of rotation - an acute angle formed by a set of axes rotated from the Cartesian plane where, if cot(2θ)>0, then θ is between (0°,45°); if cot(2θ)<0, then θ is between (45°,90°); if cot(2θ)=0, then θ=45°"
 Algebra and Trigonometry 2e Ch12 Key Terms ,"center of a hyperbola - the midpoint of both the transverse and conjugate axes of a hyperbola"
 Algebra and Trigonometry 2e Ch12 Key Terms ,"center of an ellipse - the midpoint of both the major and minor axes"
 Algebra and Trigonometry 2e Ch12 Key Terms ,"conic section - any shape resulting from the intersection of a right circular cone with a plane"
 Algebra and Trigonometry 2e Ch12 Key Terms ,"conjugate axis - the axis of a hyperbola that is perpendicular to the transverse axis and has the co-vertices as its endpoints"
 Algebra and Trigonometry 2e Ch12 Key Terms ,"degenerate conic sections - any of the possible shapes formed when a plane intersects a double cone through the apex. Types of degenerate conic sections include a point, a line, and intersecting lines."
 Algebra and Trigonometry 2e Ch12 Key Terms ,"directrix - a line perpendicular to the axis of symmetry of a parabola; a line such that the ratio of the distance between the points on the conic and the focus to the distance to the directrix is constant"
 Algebra and Trigonometry 2e Ch12 Key Terms ,"eccentricity - the ratio of the distances from a point P on the graph to the focus F and to the directrix D represented by e=PF/PD, where e is a positive real number"
 Algebra and Trigonometry 2e Ch12 Key Terms ,"ellipse - the set of all points (x,y) in a plane such that the sum of their distances from two fixed points is a constant"
 Algebra and Trigonometry 2e Ch12 Key Terms ,"foci - plural of focus"
 Algebra and Trigonometry 2e Ch12 Key Terms ,"focus (of a parabola) - a fixed point in the interior of a parabola that lies on the axis of symmetry"
 Algebra and Trigonometry 2e Ch12 Key Terms ,"focus (of an ellipse) - one of the two fixed points on the major axis of an ellipse such that the sum of the distances from these points to any point (x,y) on the ellipse is a constant"
 Algebra and Trigonometry 2e Ch12 Key Terms ,"hyperbola - the set of all points (x,y) in a plane such that the difference of the distances between (x,y) and the foci is a positive constant"
 Algebra and Trigonometry 2e Ch12 Key Terms ,"latus rectum - the line segment that passes through the focus of a parabola parallel to the directrix, with endpoints on the parabola"
 Algebra and Trigonometry 2e Ch12 Key Terms ,"major axis - the longer of the two axes of an ellipse"
 Algebra and Trigonometry 2e Ch12 Key Terms ,"minor axis - the shorter of the two axes of an ellipse"
 Algebra and Trigonometry 2e Ch12 Key Terms ,"nondegenerate conic section - a shape formed by the intersection of a plane with a double right cone such that the plane does not pass through the apex; nondegenerate conics include circles, ellipses, hyperbolas, and parabolas"
 Algebra and Trigonometry 2e Ch12 Key Terms ,"parabola - the set of all points (x,y) in a plane that are the same distance from a fixed line, called the directrix, and a fixed point (the focus) not on the directrix"
 Algebra and Trigonometry 2e Ch12 Key Terms ,"polar equation - an equation of a curve in polar coordinates r and θ"
 Algebra and Trigonometry 2e Ch12 Key Terms ,"transverse axis - the axis of a hyperbola that includes the foci and has the vertices as its endpoints"
 Algebra and Trigonometry 2e Ch12 Key Concepts ,"An ellipse is the set of all points (x,y) in a plane such that the sum of their distances from two fixed points is a constant. Each fixed point is called a focus (plural: foci)."
 Algebra and Trigonometry 2e Ch12 Key Concepts ,"When given the coordinates of the foci and vertices of an ellipse, we can write the equation of the ellipse in standard form. See Example 1 and Example 2."
